id;f_0;f_1;f_2;f_3;f_4;f_5;f_6;f_7;f_8;f_9
2d8aab2bbaf14ac78c9aa13ee2d14649;M;0.55;0.45;1700.0000000000002;0.81;0.317;0.157;0.22;SHORT;1.7239470000000003
f07cd38f0e0244849cc3dce5696e5bec;M;0.465;0.34;1050.0;0.486;0.231;0.1035;0.1225;SHORT;2.37856125
e99e762a5a1341e083ab629a81249ab1;I;0.52;0.385;1150.0;0.581;0.2555;0.156;0.143;SHORT;2.72168
b08ccf4ddb1b4916809b10b98da40240;I;0.36;0.28;900.0;0.2255;0.0885;0.04;0.09;SHORT;1.0848
d0a283d970f148d6ac56e4ba62c7de8b;F;0.595;0.43;2100.0;1.45;0.653;0.396;0.41;TALL;1.503632
f6a2147e82db40dda666d32ff607f751;F;0.435;0.325;1100.0;0.4335;0.178;0.0985;0.155;SHORT;2.22351125
4be07bb3433a4b86b4f0d8929a723965;M;0.475;0.375;1250.0;0.593;0.277;0.115;0.18;SHORT;1.9528999999999999
a9ee944fb4a74e5382e8b1fd6cce5d2e;F;0.66;0.505;1900.0;1.45;0.6255;0.3375;0.3745;SHORT;3.095625
0e4ac097343e41fe9bf274e75fa4add6;I;0.515;;1350.0;0.711;0.337;0.144;0.205;SHORT;1.607208
c48fa1abfbcb4116a6f97158d6f55337;M;0.45;0.355;1150.0;0.478;0.18;0.1185;0.155;SHORT;1.39212675
60adc2ad931a432fbfcbc500700b2e8a;I;0.505;0.38;1200.0;0.594;0.2595;0.1435;0.18;SHORT;1.0511845
62666ef13b48430b8cd7ad3e3d5df533;F;0.605;0.495;1900.0;1.437;0.469;0.2655;0.41;SHORT;2.701961
ab85ddb0610f4850af35764ce803287c;M;0.68;0.54;1950.0;1.25;0.5565;0.3235;0.4285;TALL;3.9232612500000004
b8f49e99c57d4c84822aed9e73c97615;I;0.43;0.325;900.0;0.425;0.217;0.087;0.095;SHORT;1.750276
6af9dcc374bd4eb1a79c29d8b121f6d1;M;0.58;0.46;1550.0;1.95;0.6715;0.273;0.2955;SHORT;1.3090579999999998
06486e26a5f4440ca97060c9b0c69856;M;0.735;0.59;2250.0;1.756;0.637;0.3405;0.58;TALL;4.25470125
2f5a3498f46a4b05a2e985b7afa908c1;I;0.45;0.35;1250.0;0.4775;0.2235;0.089;0.118;SHORT;2.289605
87a2ea988c4a4cb4a65456cd3ed2c6f6;M;0.545;0.45;1500.0;0.8795;0.387;0.15;0.2625;SHORT;2.27
722eeef39aa14078ab2bf9f713dbb40c;M;0.68;;1650.0;1.75;0.724;0.279;0.406;SHORT;1.5156820000000002
ddc38772d0e04d4abeae28c32a859994;M;0.75;0.595;2050.0;2.05;1.083;0.421;0.63;TALL;3.708964
a39dab1830694750925117c3cc9d54c1;I;0.45;0.335;950.0;0.3505;0.1615;0.0625;0.1185;SHORT;1.815625
0419b760f9e4483f89d7517a78cefab5;I;0.575;;1350.0;0.8245;0.3375;0.2115;0.239;SHORT;1.85919675
2984ff331c224bbe9b82cbdbaace9c88;F;0.605;0.47;1550.0;0.974;0.393;0.224;0.3345;SHORT;1.310352
a9c2627f649d4ecf8039cc509297a6a8;F;0.49;0.39;1350.0;0.5785;0.2465;0.123;0.2;SHORT;1.5153869999999998
8297870e5ca24b61bc82cb5ae5029eb5;F;0.49;0.37;1400.0000000000002;0.585;0.243;0.115;0.195;SHORT;2.0129
78a54808cbf44642a3ab68e89b9e14cc;F;0.7;0.54;2150.0;1.978;0.6675;0.3125;0.71;TALL;3.190625
df24da0cc7fe4616a7c87caf32b6aa1d;M;0.63;0.515;1750.0;1.55;0.492;0.247;0.37;SHORT;1.382018
b8d5c34b95a5466e8917fb5751845476;F;0.53;0.385;1250.0;0.6695;0.289;0.151;0.18;SHORT;1.105602
e0441994fc78492b89c5075b4d0be058;M;0.485;0.4;1350.0;0.663;0.313;0.137;0.2;SHORT;2.5188450000000002
780c73896517490285fb13726b8c646e;I;0.35;0.255;900.0;0.1785;0.0855;0.0305;0.0525;SHORT;1.75465125
969e54e6d6084f14a40d3f77ca20356d;I;0.63;0.465;1500.0;1.0315;0.4265;0.24;0.325;SHORT;1.52
3c54a105c3594373bc262885e7967af4;F;0.605;0.485;1650.0;1.0105;0.435;0.209;0.3;SHORT;3.2434049999999996
9010f8c5ed1745478f59c1b888349eb8;M;0.62;0.5;2000.0;1.221;0.4605;0.263;0.43;SHORT;2.756676
2f3d8a1ab4a54dd9828d6441b810d832;I;0.22;0.165;550.0;0.0545;0.0215;0.012;0.02;SHORT;0.660432
6d89853564f14f7bb991b92949ca40dc;M;0.595;0.48;1650.0;1.262;0.4835;0.283;0.41;SHORT;1.3501779999999999
6a680e4d92a54834b0ed5534548791d1;;0.59;0.475;1650.0;1.077;0.4545;0.244;0.3095;SHORT;1.299072
9d1a34a0098c443fb6937047afc7eb0f;M;0.575;0.455;1450.0;1.165;0.581;0.2275;0.3;SHORT;2.5070249999999996
19ac9beee3144755b1cdb22df1bb5828;F;0.71;0.54;2050.0;1.05;0.802;0.287;0.435;TALL;3.169476
bf503521b55d4b969c76e258b2805b74;I;0.395;0.295;1000.0;0.293;0.14;0.062;0.082;SHORT;0.7976880000000001
2839effb97fc49fd94bff1033273c30f;I;0.33;0.26;800.0;0.19;0.0765;0.0385;0.065;SHORT;1.3259290000000001
5e8d20992ed34d69a91236716ad5868d;I;0.47;;1100.0;0.5555;0.25;0.115;0.163;SHORT;1.9328999999999998
b6d9192b62f94ec281e64394227bbfed;I;0.33;0.25;950.0;0.2085;0.102;0.0395;0.052;SHORT;0.6631205
5da131271eb1476896e167a3dc986bda;M;0.63;0.49;1500.0;1.55;0.5845;0.257;0.3;SHORT;2.088147
56c8c48f624f4958b68454fb701863c5;M;0.58;0.45;1400.0000000000002;0.9615;0.486;0.1815;0.253;SHORT;1.8388267499999997
4ebc4813fcb2425fb0aeb6878875b997;I;0.475;0.355;1050.0;0.468;0.201;0.1115;0.12;SHORT;2.43716125
07a48abfaad540e18e2ecfec7ad0fd87;M;0.63;0.47;1550.0;1.1325;0.589;0.211;0.287;SHORT;2.698084
ef6133408c2747809336c15becaa7c27;M;0.425;0.305;1100.0;0.359;0.173;0.0875;0.0975;SHORT;1.7306249999999999
4f6e6a12f090482f96559a264435bc51;I;0.63;0.49;1700.0000000000002;1.217;0.5515;0.212;0.31;SHORT;3.37472
ebd7bac3a9b348b3a8a1724701207b84;M;0.72;0.575;2150.0;2.173;0.9515;0.564;0.5365;TALL;4.152384
bb1c5bb7c5214c9486c0afeb2f13178a;M;0.45;0.32;1000.0;0.381;0.1705;0.075;0.115;SHORT;0.91125
ca5333699f594e8c9c637e58996b2123;F;0.64;0.54;1750.0;1.221;0.51;0.259;0.39;SHORT;3.5354050000000004
f5c11bdd8a894facbc0be5db38fcea65;I;0.375;0.275;900.0;0.218;0.093;0.0405;0.0755;SHORT;1.506561
02b158e422004955b98dd69491e7b018;F;0.625;0.49;1550.0;1.115;0.484;0.277;0.3095;SHORT;1.403458
25c86f38702b47b98dbee34de7b22bd3;F;0.36;0.265;900.0;0.2065;0.078;0.057;0.06;SHORT;1.089747
f3a6ae118ea449aca5d1f9f578096a54;M;0.575;0.45;1350.0;0.9215;0.354;0.209;0.2365;SHORT;1.2373619999999999
0c4e5b4e1856432190475ce292be0596;I;0.52;0.425;1700.0000000000002;0.6805;0.28;0.174;0.195;SHORT;2.201104
c2f7a139a3fd4d96ae2f30f3db388d4f;F;0.65;0.495;1550.0;1.337;0.615;0.3195;0.335;SHORT;1.5041605
9e31d0b9a1704199b2ee7b0d7c4602be;M;0.64;0.495;1700.0000000000002;1.139;0.5395;0.282;0.285;SHORT;3.59762
561423626f5c4da3a37df796560b0d1a;I;0.44;;1100.0;0.3885;0.175;0.0835;0.111;SHORT;1.34091675
151048dc316b4f389b3799fa5340d930;M;0.545;;1200.0;0.793;0.434;0.1405;0.19;SHORT;1.6942207500000002
4d20e5a0f24a4feaa943570f68dac6e7;M;0.625;0.48;1850.0;1.65;0.587;0.29;0.286;SHORT;2.64
5a3cb953692e41d5b66c4cfa5814c4ae;M;0.49;0.385;1250.0;0.649;0.32;0.124;0.1695;SHORT;1.5161279999999997
246c4beecb7246188976ff9f34072405;;0.62;0.475;1850.0;1.325;0.6045;0.325;0.33;SHORT;2.25
42fd278cd8924b788cc3a193e59f556f;I;0.545;0.43;1300.0;0.7595;0.358;0.153;0.2055;SHORT;2.842045
3adca96049594df284cbdf9e3c712c51;I;0.375;0.28;800.0;0.2025;0.0825;0.048;0.065;SHORT;1.88652
402c9daac5a44d6ba70b3622bfe65c5b;I;0.47;0.385;1300.0;0.587;0.264;0.117;0.174;SHORT;0.967378
b25e129067db4cd5803a932d3cfdcdb3;I;0.43;0.35;1050.0;0.366;0.1705;0.0855;0.11;SHORT;1.749241
cd78b21bd378448ca3b0d542641d0066;I;0.615;0.475;1300.0;0.8425;0.353;0.1915;0.251;SHORT;1.3033445
653f3fd3886749c48f2d4643834ebbef;F;0.65;0.515;1950.0;1.05;0.5195;0.36;0.44;SHORT;1.5592000000000001
cb4992fa3aa74fc0a5fdd0d49bcf1048;F;0.505;0.41;1350.0;0.657;0.291;0.133;0.195;SHORT;1.5680669999999999
dee2d3c2bec24f9a839d852de659fa1f;F;0.71;0.565;1950.0;1.817;0.785;0.492;0.49;TALL;1.904128
06799a4cb78c4a34b6504597db342980;M;0.62;0.48;1550.0;1.55;0.527;0.374;0.3175;SHORT;3.039504
5a1046e293964742b9ae47be4b423975;I;0.66;0.525;1800.0;1.35;0.6025;0.4005;0.42;TALL;1.6408005
9d2ec7cc6dc749759f08be853ef580c7;F;0.635;0.485;1650.0;1.45;0.668;0.2605;0.2715;SHORT;2.1085807500000002
c418042c764842b68e8f3e7da8b110af;I;0.455;0.375;1200.0;0.497;0.2355;0.1055;0.1295;SHORT;1.3983907500000001
f1d5e71b85794528800b37e9e411f84f;I;0.16;0.11;250.0;0.018;0.0065;0.0055;0.005;SHORT;0.640121
9b734c66f73246d6adeff31a0a413e2e;M;0.62;0.475;1950.0;1.85;0.5935;0.3365;0.3745;SHORT;1.4664645
0843955e3735477486c30718cbfc1b7f;M;0.615;0.475;1700.0000000000002;1.1825;0.474;0.2895;0.24;SHORT;2.0964307499999997
99d2c12f45df452c9c36a671cdae55a3;F;0.52;0.4;1250.0;0.6865;0.295;0.1715;0.185;SHORT;2.7470612500000002
ffd4794fbc154fdbbe727ccd944b12ea;I;0.47;0.35;1350.0;0.567;0.2315;0.1465;0.1525;SHORT;1.965849
7f085a292ddf4fea92fc95aa1f8de96b;M;0.49;0.465;1250.0;0.5225;0.235;0.13;0.141;SHORT;2.45
846fcf542daf4a408d1c3f1ceb9b795e;I;0.375;0.285;900.0;0.237;0.106;0.0395;0.08;SHORT;1.88280125
c5bf1f4a2c7e4228a3831a4136e2f1ed;M;0.605;0.475;1500.0;1.15;0.575;0.232;0.297;SHORT;1.9764719999999998
5bb11b28d9da478e89fefa835b72470e;I;0.55;0.435;1250.0;0.741;0.348;0.1585;0.206;SHORT;1.72536675
5ea530f867014d47b54a6ff77f9bdcfe;F;0.56;0.465;1600.0;1.0315;0.432;0.2025;0.337;SHORT;2.4040250000000003
bbb7fe4c87064bc4b626974b0e087993;M;0.49;0.42;1250.0;0.609;0.239;0.1435;0.22;SHORT;1.0211845
d39557c80b1a475facc3caab7377cf6b;F;0.67;0.52;1950.0;1.65;0.758;0.3735;0.5055;TALL;2.42850675
37a2ba6f99cf45f68aef91769f11d025;I;0.43;0.32;1000.0;0.3465;0.1635;0.08;0.09;SHORT;1.56
1a04b18514d846ae8277ef8bdf5f0f81;F;0.61;0.48;1900.0;1.55;0.5215;0.3225;0.365;SHORT;2.856025
a41c0a4d78c646b499d1d8ff41ca76bf;F;0.71;0.53;1950.0;1.45;0.6755;0.4065;0.6855;TALL;1.7504844999999998
2c0fec192b49446193eb69d70198d998;M;0.46;0.38;1350.0;0.482;0.207;0.1225;0.145;SHORT;1.900025
c5e3ed111c534f0dab899f14b011db19;M;0.63;0.505;1550.0;1.105;0.492;0.226;0.325;SHORT;2.724304
af70a2ae6f2540cb97910585c0452f07;I;0.47;0.38;1250.0;0.4845;0.211;0.1075;0.142;SHORT;0.9631124999999999
00ddea7a5bcc46cebec7709a62b4e6b7;I;0.35;0.26;950.0;0.211;0.086;0.056;0.068;SHORT;1.059408
74b2be69d878433ba7dd1fb84da76b99;I;0.575;0.45;1500.0;0.858;0.449;0.166;0.215;SHORT;1.205112
360369dc13844c4bb5484c84f943a629;I;0.265;0.195;600.0;0.092;0.0345;0.025;0.0245;SHORT;1.328125
d696f84c8c304bc2a50801448d7f26c4;I;0.44;0.365;1100.0;0.4465;0.213;0.089;0.1135;SHORT;0.895842
4cb37aa29cb7493db5bb6f0c706b80af;I;0.55;0.445;1100.0;0.7935;0.378;0.142;0.26;SHORT;2.280656
210a21f08b6446acb8943ebdfb1f6611;F;0.54;0.435;1750.0;0.892;0.322;0.174;0.335;SHORT;2.281104
979e1a87f116433b8dae4138c0d0fbac;M;0.62;0.495;1800.0;1.55;0.5765;0.254;0.355;SHORT;2.738064
4de76f433348452b86d28d94779a500b;M;0.57;;1400.0000000000002;0.795;0.3385;0.148;0.245;SHORT;2.95952
c0fed8ceb02d42edbea267a66aaea7c3;I;0.58;0.445;1250.0;0.7095;0.303;0.1405;0.235;SHORT;2.398961
f10575d7199e427d8aece1b80e6ba32b;M;0.535;0.44;1500.0;0.6765;0.256;0.139;0.26;SHORT;1.6629630000000002
70a723e2dde940099cd3dce05171b56c;F;0.455;0.365;1100.0;0.385;0.166;0.046;0.1345;SHORT;1.371348
e9b71691e6684c15889964b00532b624;I;0.525;0.415;1200.0;0.596;0.2805;0.12;0.1695;SHORT;1.6181999999999999
428149e22d664670acba70169d19e1d1;I;0.415;;1100.0;0.316;0.1385;0.0795;0.0925;SHORT;1.26396075
d2fc064c84064bcbbd1c5d8dee4ab730;F;0.565;0.445;1250.0;0.8305;0.3135;0.1785;0.23;SHORT;1.1937244999999999
91a458bc137c4d938c3f0d97cabd67d9;M;0.57;0.455;1500.0;0.952;0.3895;0.2155;0.2745;SHORT;2.4657609999999996
e1aa4055aba24b10bc2fba81cd73e834;I;0.68;;1850.0;1.1095;0.439;0.245;0.34;SHORT;1.48005
e744620acf4c4544bb3813cd4c6bc2a8;F;0.575;0.45;1350.0;0.8285;0.362;0.1655;0.236;SHORT;3.0119512499999996
e1b3188d5f0146d3ac8b46df97acdb44;M;0.645;0.515;1750.0;1.15;0.6745;0.384;0.385;TALL;1.584912
1afe93c7376743bd9185410306c01f23;M;0.31;0.225;800.0;0.1345;0.054;0.024;0.05;SHORT;1.242304
6cc57bd3c8e549909004a0dfd1e4115b;I;0.325;0.24;700.0000000000001;0.152;0.0565;0.0305;0.054;SHORT;1.6296512500000002
4550112e11a04dc29ccd8fbd320bbe08;M;0.655;0.515;2000.0;1.373;0.443;0.3375;0.49;SHORT;1.5378125
ce1f56d3512340caae3183c04ca610cc;F;0.68;0.51;2000.0;1.75;0.714;0.339;0.4705;TALL;2.3847630000000004
056022ed99ac4b7d9ead7474bbcfd2cb;M;0.68;;1800.0;1.529;0.7635;0.3115;0.4025;TALL;2.3310967500000004
6bbe332067f84bf9ad214a0a6fa7cfb4;F;0.485;0.39;1000.0;0.5565;0.2215;0.1155;0.185;SHORT;1.993361
85feff6359624bada05f21b3575c5062;F;0.68;0.52;1850.0;1.494;0.615;0.3935;0.406;SHORT;3.3393690000000005
e76ae1035a7445aab49dd33a8702b95d;F;0.54;;1350.0;0.959;0.2385;0.221;0.3;SHORT;2.944205
e04a702731a244efaed6f02e9043fb95;F;0.5;0.385;1150.0;0.6785;0.2945;0.138;0.195;SHORT;2.59522
970b8ff8961b4aba8590632108a28301;M;0.64;0.565;2300.0;1.521;0.644;0.372;0.406;TALL;3.113536
fde8cc315b854142bac0ea71d5cb0d57;I;0.46;0.355;1400.0000000000002;0.4935;0.216;0.133;0.115;SHORT;2.388445
3a53c90376bc4157af423d9817144820;M;0.62;0.48;1500.0;1.1015;0.4965;0.243;0.305;SHORT;3.395245
a52ab528e8874f67b5546ec089fd288c;M;0.59;;1500.0;0.861;0.413;0.164;0.249;SHORT;1.233792
30033461bde64675b2cde7bb46869152;I;0.34;0.265;800.0;0.2015;0.09;0.0475;0.055;SHORT;1.3690250000000002
09bda59d9dc8461cab1d75005e61f09d;M;0.63;0.49;1700.0000000000002;1.1745;0.5255;0.273;0.339;SHORT;1.409058
d60be6743268498fac572a0ef55507c5;M;0.72;0.56;1800.0;1.65;0.691;0.375;0.4425;TALL;4.303125
03cce834dfca4455934d7375b51d44bf;F;0.63;0.505;1650.0;1.065;0.4595;0.216;0.315;SHORT;2.706624
da7da376cc2b4e6e85cd30bbeb1da4a6;I;0.48;0.335;1250.0;0.524;0.246;0.1095;0.145;SHORT;2.4599512499999996
b14d5a6568fc477cad6ef3ee61fd387f;F;0.63;0.495;2000.0;1.55;0.659;0.336;0.38;SHORT;1.485792
ca4730c352c8415f854ba1310bf7812d;M;0.555;0.4;1300.0;0.7075;0.332;0.1585;0.18;SHORT;1.1602445000000001
058c96f9190b439abef1beea99f556d1;I;0.395;0.295;900.0;0.3025;0.143;0.0665;0.0765;SHORT;1.5976890000000001
f1a544083f88405b9fb6d9ba88c90007;I;0.315;0.235;750.0;0.1485;0.0585;0.0375;0.0425;SHORT;1.58203125
877a4bd85860425bb0b46d0a6935170f;F;0.52;0.425;1500.0;0.813;0.385;0.2015;0.23;SHORT;2.8030112500000004
0ea3173e5d844e93ad8481031ef814f1;F;0.47;0.36;1000.0;0.4705;0.1635;0.089;0.1385;SHORT;2.389605
1e684d7803e8448bad645d5e4f83f5b5;I;0.18;0.135;800.0;0.033;0.0145;0.007;0.01;SHORT;0.720196
422c71634e764bbca3650b6a9388d4ca;F;0.645;0.525;1700.0000000000002;1.37;0.6135;0.283;0.34;SHORT;1.450178
6a60185119904bbf89a00ed815782d65;M;0.64;0.51;1700.0000000000002;1.15;0.567;0.307;0.409;SHORT;2.202747
72ddf0befd5047fd887de3f27039a512;M;0.645;0.5;1600.0;1.15;0.672;0.326;0.315;SHORT;2.2538280000000004
cf2ad50156a24f619cfc174447e93ff0;F;0.44;0.355;1150.0;0.415;0.1585;0.0925;0.131;SHORT;0.8971125
8f546bf1c86b489185af209404ef5149;M;0.57;0.44;1450.0;0.8815;0.3605;0.1955;0.2735;SHORT;2.4328809999999996
ac8ce1eef37149b6a4303ffd039e8ddf;F;0.505;0.395;1450.0;0.6515;0.2695;0.153;0.205;SHORT;2.113636
502d48e5079946b6a7971aade62842c2;M;0.62;0.485;1450.0;1.003;0.4655;0.2195;0.28;SHORT;2.0045407500000003
e1c757de598a4b9595229d66c4924ef7;M;0.64;0.52;2000.0;1.407;0.566;0.304;0.455;SHORT;2.197248
5b8cf7adea53466d9fe9c030d0b22df8;I;0.325;0.225;750.0;0.139;0.0565;0.032;0.09;SHORT;0.6520480000000001
20e0a32b60b1473287b375d7c458d8d2;F;0.715;0.585;2300.0;2.0725;0.8655;0.4095;0.565;TALL;2.64807075
bda39732176d44e2a3c72eb2311fcbe7;F;0.58;0.45;2350.0;1.071;0.3;0.206;0.395;SHORT;3.11218
08cfb6465c2f45d89378efbe5eaa8cdc;I;0.56;0.43;1300.0;0.728;0.3355;0.1435;0.2175;SHORT;1.74177675
28033c5cb6a94d75ba9c3cdad4950b50;F;0.665;0.53;1850.0;1.55;0.456;0.3205;0.49;SHORT;1.5354405
534bbf2bf3f44f39a58270b07eb67d05;I;0.485;0.375;1100.0;0.464;0.2015;0.09;0.149;SHORT;1.4792999999999998
57d63d9ddbf24444b5d9023e2c333aec;F;0.645;0.525;1900.0;1.35;0.6615;0.3435;0.435;SHORT;3.81496125
fb7b652643a740ad89b76b4608625056;I;0.52;0.41;1100.0;0.5185;0.2165;0.0915;0.184;SHORT;1.58511675
15fdb94682994f569358092548b0f6a0;M;0.63;0.48;1450.0;1.0115;0.4235;0.237;0.305;SHORT;2.058507
6d86659e04434b2fa17973e844fb6c90;I;0.625;0.485;1600.0;1.15;0.5255;0.257;0.3315;SHORT;2.073147
3cb69616dc6c4889a5f1ed157d6fa926;I;0.48;0.39;1500.0;0.6275;0.276;0.134;0.185;SHORT;2.48978
ebe4de3cb32b4f2f90690d582e1a97e3;M;0.585;;1850.0;1.4;0.434;0.265;0.285;SHORT;2.09
8b7d45d0b98b4358ade67b144249e9bf;M;0.66;0.545;1850.0;1.32;0.5305;0.2635;0.455;SHORT;1.4588645
2c199a22c1e140b0b53aaf57186e7f7f;F;0.63;0.475;1500.0;1.072;0.433;0.2975;0.315;SHORT;2.15551875
0f13fd27f08e40eb964e78cf38e54bb7;F;0.445;0.355;1500.0;0.485;0.181;0.125;0.155;SHORT;1.381875
6192d8aad77d454995fa5d6105656159;F;0.575;0.425;1500.0;0.8765;0.455;0.18;0.228;SHORT;2.4295999999999998
22708c24807a424180e9eb6f25c7a2ae;F;0.49;;1150.0;0.569;0.256;0.1325;0.145;SHORT;1.0151125
ebcd6bdc1ac64589a848118a59e32b42;F;0.595;0.455;1600.0;1.4;0.452;0.2655;0.288;SHORT;1.9964707499999998
6cc68c81fc024778832af1fec74f4f2b;M;0.64;0.51;1900.0;1.613;0.6215;0.361;0.47;TALL;2.310963
85ac5d350c784f238eb513504fd3d794;I;0.395;0.3;1200.0;0.2995;0.1265;0.068;0.0895;SHORT;0.7992480000000001
babbbc20f06e4954aafd21990d0bd4a9;F;0.685;0.53;1700.0000000000002;1.05;0.7385;0.3525;0.3725;TALL;2.4277687500000003
c77b04f5cc6a42869d2e23ff8a9c5572;F;0.475;0.375;1400.0000000000002;0.501;0.192;0.1175;0.175;SHORT;1.4664187499999999
0106cd5298cb41ee9bcec593c855c016;M;0.5;0.365;1300.0;0.5945;0.309;0.1085;0.1535;SHORT;2.047089
dd4fbf4aa614422185ccfd02e5b69d8b;F;0.59;0.47;1700.0000000000002;0.9;0.355;0.1905;0.25;SHORT;1.2525804999999999
eb17b49b8126403d992cb008d81d1860;F;0.63;;1600.0;1.22;0.4905;0.3;0.345;SHORT;2.88
7cd7611bdcd84494be09c4574089a062;M;0.65;0.515;1750.0;1.466;0.677;0.3045;0.4;SHORT;1.4854405
d98a9c0fd16b4024b4a80d083f6e3984;F;0.545;0.41;1250.0;0.654;0.2945;0.1315;0.205;SHORT;1.1245845
d0f41fe3e7e94b449dcb505033477dba;F;0.435;0.335;1100.0;0.38;0.1695;0.086;0.11;SHORT;1.769584
ca05ef26e37c4b158b3b922d143d3c92;F;0.705;0.545;1700.0000000000002;1.58;0.6435;0.4565;0.265;TALL;1.8267845
5c3e5dd96cea478fb52c251b7c38eb8c;M;0.65;0.52;1900.0;1.45;0.519;0.306;0.4465;SHORT;1.487272
44bed93e94b44d1b8c7193763d2a85ec;M;0.52;;1450.0;0.7765;0.3525;0.1845;0.185;SHORT;1.1080805
1ef030f48ffb419c9d904d01ab1b1fa4;M;0.705;0.56;1650.0;1.675;0.797;0.4095;0.388;TALL;4.36345125
fae2ba95f74f4933b4b21d3f28ecd772;F;0.58;0.45;1850.0;0.9955;0.3945;0.272;0.285;SHORT;3.26992
131959fd67f649729a0660460aee90cc;M;0.595;0.47;1550.0;1.15;0.492;0.3865;0.265;SHORT;2.9775289999999996
183b3c4b286c43d9b2acb84b771ea59b;I;0.37;;900.0;0.233;0.0905;0.0545;0.07;SHORT;0.7459405
d305977cfbef4022902b76ecbe8c3093;F;0.625;0.515;1600.0;1.264;0.5715;0.326;0.321;SHORT;2.925104
0b417668cfa94fe1aa9dc9540c28e586;F;0.555;0.405;1200.0;0.913;0.4585;0.196;0.2065;SHORT;2.373664
a737ad173bba4f2984438650abb52481;F;0.43;0.34;1100.0;0.382;0.154;0.0955;0.109;SHORT;0.8782405
7a62fcaf3af845f5959348c3c4fd001f;F;0.665;0.5;1750.0;1.55;0.643;0.345;0.37;SHORT;3.1361
7b43b186552f46d0a1ae2f1ada39c220;I;0.435;0.34;1100.0;0.3795;0.1495;0.085;0.12;SHORT;1.89
e3ecec9c184f4444804cdc551ef50728;F;0.59;0.46;1450.0;0.9905;0.453;0.2205;0.275;SHORT;1.2772405
ef69d69ff75d4bac873e6813259d7bdd;M;0.56;0.42;1500.0;0.8755;0.44;0.1965;0.2315;SHORT;2.3944490000000003
a205f77dcd3b4f278e4188add289b010;M;0.645;0.495;1900.0;1.539;0.6115;0.408;0.445;TALL;1.622928
2f40557fac6e4cca8fd1f66a9c2e940b;F;0.645;0.5;1800.0;1.85;0.5345;0.2995;0.345;SHORT;2.938801
58e67f48aa504530a0682258d4592a73;I;0.515;0.36;1250.0;0.4725;0.1815;0.125;0.138;SHORT;2.653125
d020ecfd43cb429ea11f425fbd8bed74;M;0.66;0.525;2000.0;1.489;0.6065;0.3795;0.421;SHORT;1.6080405
32623035e383449db20655c58c8894a0;F;0.705;0.555;2000.0;1.85;0.4715;0.3235;0.52;SHORT;2.4289567499999998
8b90415d38ef4f77b66c3fd1d935b1f3;M;0.465;0.36;1100.0;0.4955;0.2665;0.085;0.121;SHORT;1.89
722aeebe0a65460f8c0fd7637a1f465f;M;0.515;0.4;1250.0;0.955;0.341;0.2535;0.26;SHORT;2.317049
8e3ab22b3323401eb7e81fc4b439861a;I;0.725;;2200.0;2.0495;0.7735;0.4405;0.655;TALL;4.59520125
4e8f6f4ca52446adad4892b373fcebce;I;0.385;0.285;850.0000000000001;0.244;0.1215;0.0445;0.068;SHORT;1.547921
c1114e5473024074baae5d4d8bae7b86;I;0.36;;900.0;0.219;0.097;0.0405;0.065;SHORT;0.7232805
8b5b7204144b4c878a423b647b2468ac;I;0.515;0.4;1200.0;0.659;0.2705;0.179;0.17;SHORT;1.094082
9a1d4de719f54089ac77a1603f5a607a;M;0.715;0.535;1900.0;1.55;0.889;0.313;0.42;TALL;3.2518759999999998
b1e3735d7a2643f18864233a14ae2e92;I;0.2;0.155;400.0;0.0435;0.0155;0.009;0.007;SHORT;0.800324
3e234c6d96014fae9a8a547fe8b337de;M;0.515;0.385;1100.0;0.5785;0.253;0.16;0.14;SHORT;2.1624
a8bc76954cd84c98843a27893fc2687e;M;0.61;;1500.0;1.1495;0.564;0.274;0.264;SHORT;2.740304
1623de0f975c428c9764fdf9bef9bad7;M;0.44;0.35;1100.0;0.4585;0.2;0.0885;0.13;SHORT;1.791329
bc2cd8cf2f994a159de30a0a650bc433;F;0.625;0.445;1600.0;1.9;0.46;0.2965;0.304;SHORT;2.13873675
0ffd2515ddd54bbc9fc95d1291a40731;I;0.485;0.365;900.0;0.651;0.3165;0.132;0.18;SHORT;1.507272
e761049c4c874d85a1a08933e392c900;I;0.53;0.395;1250.0;0.6235;0.2975;0.108;0.195;SHORT;1.083328
9366a413f8d242618332a2f232152cf7;F;0.685;0.545;1800.0;1.768;0.7495;0.392;0.485;TALL;4.19332
ed8a4a15692b4d9dbcc2bf7ddeb51ffb;M;0.495;0.38;1200.0;0.474;0.197;0.1065;0.1545;SHORT;2.025369
f3c0d8c8971f4e008707c4fdd32078fe;I;0.34;0.26;900.0;0.179;0.076;0.0525;0.055;SHORT;1.7137812500000003
9a2884dbfa1147e8beaba0dc8bdd75b8;I;0.535;0.45;1700.0000000000002;0.781;0.3055;0.1555;0.295;SHORT;1.1183605
cfdabb784f4f4be49281c6cd2fe73a42;M;0.575;0.45;1550.0;0.948;0.429;0.206;0.259;SHORT;1.8523079999999998
ff683e596ff040e68f14453c9b250e9d;F;0.515;;1650.0;0.7565;0.1905;0.17;0.3205;SHORT;1.6317000000000002
e7867c19361b4e4ba8c378e927687815;M;0.53;;1300.0;0.702;0.2975;0.1395;0.22;SHORT;1.0989205
