id;f_10
7538e97bd4284a9c99b358cad01e8169;Detecting Qualia in Natural and Artificial Agents
7542124f5a254ed28a893b9adf8f3346;A domain-specific language and matrix-free stencil code for investigating electronic properties of Dirac and topological materials
755392b7705c4134814f2d24a3088bee;Regression estimator for the tail index
755c8eaea45643a39be4361b26640c6b;Multiscale mixing patterns in networks
756df5eca64b427591bf8f56121c6b10;A Supervised STDP-based Training Algorithm for Living Neural Networks
7574a7e9f41f48febf91ddc525c45abf;Estimating the spectral gap of a trace-class Markov operator
7576ed719a644f86bd63274e26262c23;Efficient Algorithms for Non-convex Isotonic Regression through Submodular Optimization
75905f4d096542b7927a071f61a4449f;On the Complexity of Opinions and Online Discussions
759c5ea788d54ed490fda4b5b5d70982;A social Network Analysis of the Operations Research/Industrial Engineering Faculty Hiring Network
75a597ed0dc84069bb929c9a7995857b;Visualized Insights into the Optimization Landscape of Fully Convolutional Networks
75d4f0dcd72d43f9ac34435542d17b17;Material Recognition CNNs and Hierarchical Planning for Biped Robot Locomotion on Slippery Terrain
75da673b54a34dfebfa7f4e46b956f5f;Bridging the Gap between Constant Step Size Stochastic Gradient Descent and Markov Chains
75f60e36bb6543c7b562d2173d669a00;Adequacy of the Gradient-Descent Method for Classifier Evasion Attacks
75fb27922f7d4109be5c6e736572ccb6;Belyi map for the sporadic group J1
75fbdb589d7748f185e0f8a13b90bc8b;Asymptotic analysis of a 2D overhead crane with input delays in the boundary control
76086b963dbf48838769bba08821d6cb;Magnetic field--induced modification of selection rules for Rb D$_2$ line monitored by selective reflection from a vapor nanocell
760f6d71b4214910b7423420b02f6972;Poisson traces, D-modules, and symplectic resolutions
7612eb56ab74457abf56e8cac48b8b23;Generative Models for Spear Phishing Posts on Social Media
76153585bcb344099bb77a1d77a563e2;Arbitrary Beam Synthesis of Different Hybrid Beamforming Systems
76209fbf7c3547a4879c7b5bbe7f5709;Spreading of an infectious disease between different locations
763827dd1c974d0495211888341cc2b0;Reconfiguration of Brain Network between Resting-state and Oddball Paradigm
764971587e314ac4b4746e22d2182f9a;Extracting significant signal of news consumption from social networks: the case of Twitter in Italian political elections
764d727f54634b289a44ee3187ed05d8;An Improved Training Procedure for Neural Autoregressive Data Completion
76674ab1c1d446cba5ad9311b5d60ba6;Incremental Transductive Learning Approaches to Schistosomiasis Vector Classification
76827b8416e04b81b28a7d0eab0c353e;Learning Aided Optimization for Energy Harvesting Devices with Outdated State Information
76ad139c9b0f4f02bb1588c878c06cf7;Zero sum partition into sets of the same order and its applications
76c61fb1d821455ab78152764512f2cd;Iteratively Linearized Reweighted Alternating Direction Method of Multipliers for a Class of Nonconvex Problems
76fa0cfcc8c74ec1b99be6f9549c4015;The cohomology ring of some Hopf algebras
771f3e1685254c918ba1d1b611276fcf;Learning Efficient Image Representation for Person Re-Identification
77301fe8c58a47a5bfb599f8cec084f9;Normal forms of dispersive scalar Poisson brackets with two independent variables
77420bd62583472c907876340e5e3e07;On comparing clusterings: an element-centric framework unifies overlaps and hierarchy
7743c4b82e0d49d2a2ebf79804eef307;Adversarial Training Versus Weight Decay
775e77546f8b49b089a291548c90d881;
775fd8546840462b8da4f47ec396288b;Conditionally conjugate mean-field variational Bayes for logistic models
777c61a0c2d44a20acf5ff715fbc37c5;Marginal likelihood based model comparison in Fuzzy Bayesian Learning
7788843406c940fd89dd5c2740465538;Lipschitz Properties for Deep Convolutional Networks
779a0c015a924783a39368f73c544e32;Image Registration Techniques: A Survey
77abdf5dfc2e45c7bb80d281abc8c300;Training Deep AutoEncoders for Collaborative Filtering
77abf2f9c737480ca9296b14e6df4169;A clustering algorithm for multivariate data streams with correlated components
77aca9faacd4416ab1e9bede1e05d4f2;Deep Generative Models with Learnable Knowledge Constraints
77cdbf0f86004024b1d6472e1271a4d6;
77e17860ce2640a5a175b7ec17549b6d;Groups of fast homeomorphisms of the interval and the ping-pong argument
77ffd9bcd5b04da5b90ed23f9d20f812;"Wait For It: Identifying ""On-Hold"" Self-Admitted Technical Debt"
780c73896517490285fb13726b8c646e;On central leaves of Hodge-type Shimura varieties with parahoric level structure
780e98e09287408f84826d051d4c6b8a;Characterization theorems for $Q$-independent random variables with values in a locally compact Abelian group
7847f53aa94e4dd5bfd592081dbd1104;Wavelength Does Not Equal Pressure: Vertical Contribution Functions and their Implications for Mapping Hot Jupiters
7861e3e31e9247e989d975bcc1a2251f;Confidence Interval Estimators for MOS Values
78685798c09b48939871baf193a7eb86;An asymptotic equipartition property for measures on model spaces
7869df7bead14f6c9a233a5619f83330;Revisiting Distillation and Incremental Classifier Learning
78a54808cbf44642a3ab68e89b9e14cc;Collective irregular dynamics in balanced networks of leaky integrate-and-fire neurons
78d08c02732f4493b4d2d911910ea7c3;On the Characteristic and Permanent Polynomials of a Matrix
78d2d26ae1614500b744dcbd8ebe53f8;Degeneration in VAE: in the Light of Fisher Information Loss
7921aa32ec604ba4a226997493a95f18;Non-stationary Stochastic Optimization under $L_{p,q}$-Variation Measures
7937313d0fd64315ac0e9091edc2553f;
7947ab7d449b4c8f9928133790ea31fb;The effect of the smoothness of fractional type operators over their commutators with Lipschitz symbols on weighted spaces
79494fea8712431c9becb53524979e68;A Consistent Bayesian Formulation for Stochastic Inverse Problems Based on Push-forward Measures
794b42a255234f4f8f5365fb8029c85c;On Relation between Constraint Answer Set Programming and Satisfiability Modulo Theories
79519bf500484f3b861e71c2f5bdef9a;Statistical Properties of Loss Rate Estimators in Tree Topology (2)
795832a9a1244644866f46b5089ddd96;The intrinsic stable normal cone
796ac2e7b2704c31b07378947b250ba4;
797446088f6147b6add04d8bfeb56cfa;Joint Beamforming and Antenna Selection for Sum Rate Maximization in Cognitive Radio Networks
798c35dc23df4d5e92773b96bef663e9;Parallel transport in shape analysis: a scalable numerical scheme
79b32496a9b8410e841bea197da39a1a;Compact Cardinals and Eight Values in Cichoń's Diagram
79b4de5e21684a389a00a226135c2288;Gaussian Prototypical Networks for Few-Shot Learning on Omniglot
79b7797253a043efa983dacd0d84139f;Enhancing The Reliability of Out-of-distribution Image Detection in Neural Networks
79c0265aea3d491cb9f74dfe1df396a3;On rumour propagation among sceptics
79ee1d543b124fffb258760846c3845e;Tree Structured Synthesis of Gaussian Trees
7a0487a75a954346b32486124106ea43;Detecting Adversarial Image Examples in Deep Networks with Adaptive Noise Reduction
7a0b4e4c17f545ea8a941e8ad66f239e;Limits on statistical anisotropy from BOSS DR12 galaxies using bipolar spherical harmonics
7a114609004647e7b8b594338ab63cbe;Charge exchange in galaxy clusters
7a1425c991094a9899745d82e3f30ae6;
7a1a329258bb4826b57625a0ff4d4222;Exploiting Color Name Space for Salient Object Detection
7a29f94e5c4648708004e0e35e69b0a4;Gaussian-Constrained training for speaker verification
7a3434f84dce4a7e8086193bb481f809;Texture Characterization by Using Shape Co-occurrence Patterns
7a368e5d11854bcf97c3552a7603605f;Deep Belief Networks Based Feature Generation and Regression for Predicting Wind Power
7a36ff501f494c72b22d4ebaa8e9d3dd;Open Vocabulary Scene Parsing
7a62fcaf3af845f5959348c3c4fd001f;Adaptive Quantization for Deep Neural Network
7a6576fc19384a1da7755576fa8eb513;High dimensional deformed rectangular matrices with applications in matrix denoising
7a66b853306e4450bf685e9cb6700397;Brain EEG Time Series Selection: A Novel Graph-Based Approach for Classification
7a72d81b8ee44d21ace733e8c0d0f894;Wind Riemannian spaceforms and Randers metrics of constant flag curvature
7a7b65d6bb0a4a3e87f418c5656d8b07;The Minimal Resolution Conjecture on a general quartic surface in $\mathbb P^3$
7aa9892ddf604ca796c30cb31e0360a0;Collaborative Summarization of Topic-Related Videos
7ad17f71550745198a5cc7066e1aeda5;Distributed Unknown-Input-Observers for Cyber Attack Detection and Isolation in Formation Flying UAVs
7aea0a066dcf43c1918707103043f775;
7af9fc6e543a47f2ada3d5f87074013b;Analysis of Computational Science Papers from ICCS 2001-2016 using Topic Modeling and Graph Theory
7b1ef88620af4e1b8ffcd8a177ee55a5;3D Human Pose Estimation on a Configurable Bed from a Pressure Image
7b20c6f5fef2445a84946845d9f9d4dd;Adsorption and desorption of hydrogen at nonpolar GaN(1-100) surfaces: Kinetics and impact on surface vibrational and electronic properties
7b2b2811979c4f6aaa60e6cc87988f3a;CoDraw: Collaborative Drawing as a Testbed for Grounded Goal-driven Communication
7b38a9c3a4f547f3a15714508a0320c7;Methods to locate Saddle Points in Complex Landscapes
7b43b186552f46d0a1ae2f1ada39c220;The impact of imbalanced training data on machine learning for author name disambiguation
7b504ca08532448fb3c1e4cedb88d029;Automorphism groups of quandles and related groups
7b63100bffd94c19977e9168ceda277f;Two-component domain decomposition scheme with overlapping subdomains for parabolic equations
7b88cb25ce374e3ba46c18f190890e8e;Bipartite Envy-Free Matching
7b952f933f354d0e9eb923912cdb6594;This Looks Like That: Deep Learning for Interpretable Image Recognition
7babbaf617d94d12b763d4a9f20c1950;Almost complex structures on connected sums of complex projective spaces
7bd578d0a58f4f978128148bc9f9a2e6;The decomposition of 0-Hecke modules associated to quasisymmetric Schur functions
7bf748f89f864502889a4edb30b02e02;Semi-supervised and Active-learning Scenarios: Efficient Acoustic Model Refinement for a Low Resource Indian Language
7c058f5ae7574b64a55665d4175a9f6d;Medical applications of diamond magnetometry: commercial viability
7c08c5f38d494353b602eeeaff6638c6;Measurement of the muon-induced neutron seasonal modulation with LVD
7c19f47fc5444e95859e77c510293378;Minimal surfaces in the 3-sphere by desingularizing intersecting Clifford tori
7c38f451b058448587dea3c1211eeff5;Coupled identical localized fermionic chains with quasi-random disorder
7c44ba03770a4604a0e10ae487d0b65f;A Deep Convolutional Neural Network for Background Subtraction
7c485a5a51734304a1a81ad951d853e1;Crafting Adversarial Examples For Speech Paralinguistics Applications
7c4c031bcbc946d2a2652944c2cd5ffe;
7c54c8b677004aca87d2dec9486620c5;BPjs --- a framework for modeling reactive systems using a scripting language and BP
7c8ec88d914d43a89cfcec242e3a0f8d;Some rigidity characterizations on critical metrics for quadratic curvature functionals
7ca66d3ff3314925ba9bda2ab473914d;A characterization of signed discrete infinitely divisible distributions
7cb121192b4d4f5fb17d44d955bdb982;
7cd7611bdcd84494be09c4574089a062;Utilizing Bluetooth and Adaptive Signal Control Data for Urban Arterials Safety Analysis
7cd9b4b2707c42f68075e8b3af627ba4;
7cf14beb8cab403a877fba8e967774cd;Numerical Methods for Pulmonary Image Registration
7cf1ea4100144110a024dc086120d709;Twists of quantum Borel algebras
7d05c76378b646deada8dc25d3b105e7;Inconsistency of Template Estimation with the Fr{é}chet mean in Quotient Space
7d160fe2db894131b44d67f6c2233a79;Getting around the Halting Problem
7d1a6241bf1646f9aaa584cac03e2a0b;A short proof of the error term in Simpson's rule
7d2b1fc0e3434683a0cbaaf9bc35281c;Novel solid state vacuum quartz encapsulated growth of p-Terphenyl: the parent High Tc Oraganic Superconductor (HTOS)
7d69ff6a91ea4c1e91d7a193300eb309;Characterizing videos, audience and advertising in Youtube channels for kids
7d75d414bff04902b5b29bb5e8b737e2;Local Estimate on Convexity Radius and decay of injectivity radius in a Riemannian manifold
7d7d42ab1fe94409b68d5c7bf1162c38;
7da328a1ab6048468ccd1b6585191bcc;Learning best K analogies from data distribution for case-based software effort estimation
7dc71c435fa842bdba76281f9cef0e29;
7dd73339ba674fb38dd3fa7161c470d3;Monte Carlo study of the Coincidence Resolving Time of a liquid xenon PET scanner, using Cherenkov radiation
7de33d6a818942e6be68f4df632f81e8;Evaluating regulatory reform of network industries: a survey of empirical models based on categorical proxies
7deea8d3f6b845fcaaa4f7d8747af81d;Potential kernel, hitting probabilities and distributional asymptotics
7df6fd7d3c774dfa9269cf82b3ce5578;Fast sampling of parameterised Gaussian random fields
7e0d8278a98b4a0b890c6dbef424bcc8;History-aware Autonomous Exploration in Confined Environments using MAVs
7e10b384a6f341f8926d4ce17c7dec71;
7e127cb62d61407bbbeace4b6ba28f43;Rotation Blurring: Use of Artificial Blurring to Reduce Cybersickness in Virtual Reality First Person Shooters
7e1c581da08e43359ddb53a17addbd57;Tunable Emergent Heterostructures in a Prototypical Correlated Metal
7e31233e99f8424e9efc78ca92a309a3;A Semantic Loss Function for Deep Learning with Symbolic Knowledge
7e32827e6a08427fa02623595bb96487;Time Complexity Analysis of a Distributed Stochastic Optimization in a Non-Stationary Environment
7e570c3e2588422998a70eb1936a3206;Structural, magnetic, and electronic properties of GdTiO3 Mott insulator thin films grown by pulsed laser deposition
7e6c610ccc6f4b97a4fa005826b2d698;
7e94df1d90984977999bc36df657cef1;Feature learning in feature-sample networks using multi-objective optimization
7e99b16ce3a548d5b5afb3bb54373fae;On the use and abuse of Price equation concepts in ecology
7e9a75cba64c456aae015272467cb5a2;
7ecd2eb3fac1412980188315096cb3f8;Local Communication Protocols for Learning Complex Swarm Behaviors with Deep Reinforcement Learning
7ed3868740ce40a1b9e03e234e44aea7;
7ed455579f974eb1ac43345f9e1ace06;Detail-revealing Deep Video Super-resolution
7edb9a5790f249b6849768793a806bf8;The ALMA Early Science View of FUor/EXor objects. III. The Slow and Wide Outflow of V883 Ori
7ee664aae1b94793be5887e671bf880a;Estimating Achievable Range of Ground Robots Operating on Single Battery Discharge for Operational Efficacy Amelioration
7f085a292ddf4fea92fc95aa1f8de96b;
7f1074303b5e4e74848969f446e4cbd7;Transaction Support over Redis: An Overview
7f1dbe2f6b9549a29c16afcd47f375de;Exponentially small splitting of separatrices near a period-doubling bifurcation in area-preserving maps
7f3f58fa6df5424e8cc90c1af94a161c;A Bayesian Hyperprior Approach for Joint Image Denoising and Interpolation, with an Application to HDR Imaging
7f48732629b64e9e8b158092ed30f9e5;Normalized Maximum Likelihood with Luckiness for Multivariate Normal Distributions
7f4898b9eebc4dcfb567dd2ea6d8d89b;Coherence for braided and symmetric pseudomonoids
7f59b8940dfa4b718d4a929e7a376aee;A direct proof of dimerization in a family of SU(n)-invariant quantum spin chains
7f5d5ed021334451a80e15745b60c264;A compact design for velocity-map imaging energetic electrons and ions
7f70b500f102435481d767254e4fa47b;Conditional Model Selection in Mixed-Effects Models with cAIC4
7f8f875880e9488c93fd894653cda2e3;Measuring and avoiding side effects using relative reachability
7f9104a389204c8f87f32d68aa9c9fc3;Rational points of rationally simply connected varieties over global function fields
7f979bf44a0b4b9eb5965eeb0c7cda0c;Distributed Bayesian Matrix Factorization with Limited Communication
7f9ad947124242ff8b87c0c178088d61;An a Priori Exponential Tail Bound for k-Folds Cross-Validation
7faece819a3648eb8f62d6477e0842c7;Deep clustering of longitudinal data
7fb859b666e94add80e10743972d216d;Schatten class Hankel and $\overline{\partial}$-Neumann operators on pseudoconvex domains in $\mathbb{C}^n$
7fbb104f91494f5d9b59afeca5b00bf9;$G 1$-smooth splines on quad meshes with 4-split macro-patch elements
7fd0368bbac74bbdaa85f33c8b61d73f;Semantic Instance Segmentation with a Discriminative Loss Function
7fdda39c71884e388dba1183dde49523;On the incorporation of interval-valued fuzzy sets into the Bousi-Prolog system: declarative semantics, implementation and applications
7fe5699d19fb41a4ae99a115b4b47d72;Quantile Markov Decision Process
7fee67791f5048348ad43d6fe4346425;Accumulated Gradient Normalization
800798f921ff4a8cafb77c950d3bf835;Mastering Chess and Shogi by Self-Play with a General Reinforcement Learning Algorithm
80079e023424487eaf9e1fadcaad6a49;Computing representation matrices for the action of Frobenius to cohomology groups
800c3ac00a83463daa6a3c93d0ca1e98;Using Stock Prices as Ground Truth in Sentiment Analysis to Generate Profitable Trading Signals
8022cc9dc6ba473bb9fd4b857ac40294;Cantor series and rational numbers
8026844b5dbc4c6ea7e63a579c0031ea;The many faces of degeneracy in conic optimization
802f4021d223455fb7ec92d328fd349c;
803aba4e8b5a476c814d34cee80720f9;Soft Pneumatic Gelatin Actuator for Edible Robotics
806a5b9db0c44d37ade0b70f2ecb422f;
806f7a1d8399494588a34ddb41f38e08;Measuring the Declared SDK Versions and Their Consistency with API Calls in Android Apps
809df7d7bf464a19a55dc9c24ba4d9d8;Informed Non-convex Robust Principal Component Analysis with Features
809eaf32eb1b4bb09a2be2ae53ef8336;
80a5e0644e3f4aac9bc8c29607d3a274;The Complexity of Graph-Based Reductions for Reachability in Markov Decision Processes
80bc1992fdab45458c0272f89a047524;CP-decomposition with Tensor Power Method for Convolutional Neural Networks Compression
80ccf462a5ba4a8d8d0a085c1f39b6b1;
80d56cecc86145c98357829927770f53;Outage Analysis of Offloading in Heterogeneous Networks: Composite Fading Channels
80e086a65fee4222a5240372609125c8;
81135c16ae9740418bf0d7e51da44f10;
811901519871438095aa3478c63fbeb5;An Algorithm of Parking Planning for Smart Parking System
8119c6ced26447c2820bb13e82ad802e;An Incentive-Based Online Optimization Framework for Distribution Grids
812a4b57b71a426a9eaf1a82035d6837;Estimator of Prediction Error Based on Approximate Message Passing for Penalized Linear Regression
814963c82be844efb5e70bd4e698da56;Finite-sample bounds for the multivariate Behrens-Fisher distribution with proportional covariances
8154b53da2184738897162d47cb5ebbd;Towards Planning and Control of Hybrid Systems with Limit Cycle using LQR Trees
8185148e8ce9409c9dd36a809d6047ef;Learning under selective labels in the presence of expert consistency
81857b82b30c456eb4a02e06e1c33b55;Did we learn from LLC Side Channel Attacks? A Cache Leakage Detection Tool for Crypto Libraries
81962f480f7046799ed11c290de1b9c9;Kepler red-clump stars in the field and in open clusters: constraints on core mixing
81a8419b9f374eb682a4741caf853899;An efficient algorithm to decide periodicity of b-recognisable sets using MSDF convention
81ba501badd34ae2a616821dbf5bb2cd;Temporal-related Convolutional-Restricted-Boltzmann-Machine capable of learning relational order via reinforcement learning procedure?
81bab73f51724c06b3af6bdb1b188801;Discovering Signals from Web Sources to Predict Cyber Attacks
81c734dd66164748a8ec8421c4fc7359;Robust and structural ergodicity analysis of stochastic biomolecular networks involving synthetic antithetic integral controllers
81c782b6c3ff47d1bb53e3c8d6273491;Synthetic Observations of 21cm HI Line Profiles from Inhomogeneous Turbulent Interstellar HI Gas with Magnetic Field
81cacfd81283484b87aa1ca755cd450f;
81ecf07e3a7c47a0b834caa9954fe8d9;Economic Design of Memory-Type Control Charts: The Fallacy of the Formula Proposed by Lorenzen and Vance (1986)
81ee8b800f8d4d05bc1d457a52c182ce;Spin-resolved electronic structure of ferroelectric α-GeTe and multiferroic Ge1-xMnxTe
81f06ec78702456094394ad4b8259541;
820bad07a5a945f4a70556b51f51b2da;Experimental observations and modelling of intrinsic rotation reversals in tokamaks
82120fbbd4a347b0a562afce1fd5f468;An automata group of intermediate growth and exponential activity
821616ee07a243f5afcef81baa98eb59;The maximum of the 1-measurement of a metric measure space
8233916795d141cc91f41d8acce48423;A model theoretic Rieffel's theorem of quantum 2-torus
823fbcdc48e44180bb93efa9342b6ec9;A feasibility study on SSVEP-based interaction with motivating and immersive virtual and augmented reality
825f8c2f09eb4f76a3d8da1f480a3b1c;Specification tests in semiparametric transformation models - a multiplier bootstrap approach
8261ececf18c427598baa15902948def;Accelerating Discrete Wavelet Transforms on GPUs
828b82a8ed9345818cd23baaa4120fda;Attention-Based Guided Structured Sparsity of Deep Neural Networks
828da789800f446b983791310344a50c;
829000f26c4b435685277cf952f1fd01;The bottom of the spectrum of time-changed processes and the maximum principle of Schrödinger operators
8297870e5ca24b61bc82cb5ae5029eb5;Privacy-Preserving Economic Dispatch in Competitive Electricity Market
82acab837c374f55979c3e2115c6e6d2;A New Framework for Synthetic Aperture Sonar Micronavigation
82bb35a00ede46b6aaaead46e50a4c2f;Learning Non-local Image Diffusion for Image Denoising
82ee5eba977047d39584fb6503831b3e;Learning Kolmogorov Models for Binary Random Variables
82fe6cf5901f4131ae77875e3ae65d8b;Automorphisms and deformations of conformally Kähler, Einstein-Maxwell metrics
830891bd5172438d97f22f5762cbcaf8;Short-term Mortality Prediction for Elderly Patients Using Medicare Claims Data
8320e88ca5194fbdac659199f62c4e50;Optimal Stopping for Interval Estimation in Bernoulli Trials
8327cbe11260428e86845db314770b35;Generative Bridging Network in Neural Sequence Prediction
8348fbe744164c88a161edc2f9757130;Exploring to learn visual saliency: The RL-IAC approach
834b3f7a9fd84a099090b3321035384e;Countable dense homogeneity and the Cantor set
83509be5b6804416b0d98652a6c2fa14;
8364a3ad7dfe42038f0466d52c7208db;Complex Networks Analysis for Software Architecture: an Hibernate Call Graph Study
837d812dddfd4970ab3ecc58d9538be7;When is a Convolutional Filter Easy To Learn?
837e1e30263e4a89ba4305ed6667901b;Bad Primes in Computational Algebraic Geometry
83d2dd604cdb4f1a92eb94f89ea71ca9;
83d7e26b829d403390270a5c2f3ddd4d;What Drives the International Development Agenda? An NLP Analysis of the United Nations General Debate 1970-2016
83dfd56d3c3a433c9af1c2495d5ab138;Deep Submodular Functions
83e3c4ab41114af28858469efa494172;Unsupervised Learning of Mixture Regression Models for Longitudinal Data
83ea4fcf7067473b950f78d54a22dbf7;The Eigenoption-Critic Framework
83ed444eb9a34eb393e49755a0a1b13f;Diamond-colored distributive lattices, move-minimizing games, and fundamental Weyl symmetric functions: The type $\mathsf{A}$ case
83f3d1bfc48047828acb6be684fc5ccb;Convergence Analysis of the Dynamics of a Special Kind of Two-Layered Neural Networks with $\ell_1$ and $\ell_2$ Regularization
846e5abd1ff94b698b6659556609ef76;Traffic Flow Forecasting Using a Spatio-Temporal Bayesian Network Predictor
846fcf542daf4a408d1c3f1ceb9b795e;A Multi Objective Reliable Location-Inventory Capacitated Disruption Facility Problem with Penalty Cost Solve with Efficient Meta Historic Algorithms
848fea3a8c1f44118b1e0619472d5223;
849ac3ac83e94627bcbdf573475b801a;High Speed Elephant Flow Detection Under Partial Information
84ab6aeda37c4943847d204c120410df;
84ac316e39ef4df1b7013d1b9d22e27c;High Dimensional Inference in Partially Linear Models
84e25ac91cb64868a7d5d86bd00549a8;Anchored Network Users: Stochastic Evolutionary Dynamics of Cognitive Radio Network Selection
84ea7d3b97bc44449e387d0b63dc5854;An Algebra Model for the Higher Order Sum Rules
850dbf429c7a4b2581212d74a8433ab3;Training Well-Generalizing Classifiers for Fairness Metrics and Other Data-Dependent Constraints
8528d4a7460748ddb2982391401a7bae;Merge or Not? Learning to Group Faces via Imitation Learning
8553b7a4bab54b90b6d7154a2cd05a74;Remarks on the Birch-Swinnerton-Dyer conjecture
85746ea04a374f0a840dd7fa4ac2e0a6;A Minimalist Approach to Type-Agnostic Detection of Quadrics in Point Clouds
857ef25e86d445db9c69ff3039140640;Discovery of Complex Anomalous Patterns of Sexual Violence in El Salvador
85816f8d2dcd46c6b150ad47f74559ed;How LinkedIn Economic Graph Bonds Information and Product: Applications in LinkedIn Salary
858d5bc3b86c4abcb31c6623a8cf75da;Injective stabilization of additive functors. I. Preliminaries
85a0e03619ef4676a952bf6cdf81861c;Liouville integrability of conservative peakons for a modified CH equation
85a997f62ae04c64800277b62f540406;Lusin-type approximation of Sobolev by Lipschitz functions, in Gaussian and $RCD(K,\infty)$ spaces
85ac154ec8a540fe9ae8baf56cdc3420;The Multi-layer Information Bottleneck Problem
85ac5d350c784f238eb513504fd3d794;Minimax Estimation of Large Precision Matrices with Bandable Cholesky Factor
85b4058c4ba34f958936fef0e956770c;Learning General Latent-Variable Graphical Models with Predictive Belief Propagation and Hilbert Space Embeddings
85b6c1b31ff8489bbabde9a6dc9f7bbf;An Estimation of the Star Formation Rate in the Perseus Complex
85ca4a3619e84fb3aba2eb28e3b9e453;Erratum: Higher Order Elicitability and Osband's Principle
85cb8bbc670e4908ad010d6821c0b471;
85e220d7f6df4acfbf565ec707d23c4b;Tensor ring decomposition
85e443a0329b4cbeb612118e4a497b8c;Single-Crystal N-polar GaN p-n Diodes by Plasma-Assisted Molecular Beam Epitaxy
85feff6359624bada05f21b3575c5062;Recent progress in the Zimmer program
86366155fe964a72a07eec2454832713;Identification of Key Proteins Involved in Axon Guidance Related Disorders: A Systems Biology Approach
8643f48f58f4419098e6d76c50fb11c4;Ising Models with Latent Conditional Gaussian Variables
864e390f32e94521897431a0f1824aed;Gradient-based Representational Similarity Analysis with Searchlight for Analyzing fMRI Data
866ae09d24e54c18a1a45c49f24de22e;Learning Wasserstein Embeddings
866d2165485b49a4a4bb115ec98512a2;Variational Bi-LSTMs
8687ea42af2b472badea6dbf9c4af005;It Takes Two to Tango: Towards Theory of AI's Mind
868c527f81c345c7bd3a343ba27560ee;The Rational Sectional Category of Certain Universal Fibrations
868ce40a7a924963bfb7478148ba7b2a;Prediction of Individual Outcomes for Asthma Sufferers
8697c05b20fc41cda3a9e73a2ffd8d76;An open shop approach in approximating optimal data transmission duration in WDM networks
869e0b5bd158450ba739cb56317e0dda;
86bf98d792294f90b4e23825ed4bed3a;On the maximal directional Hilbert transform in three dimensions
86d69ace718549db832b6ee7aed48c88;Observation of spin superfluidity: YIG magnetic films and beyond
86e25897d6f4426fb852d7bb26614698;
86ec40aea3064f1ba045bc1c2cb24527;
86eccfdc3b284e51a3ea7a9838a36d10;
86f062d9e19c4e38b60feef35c73f2a8;Lacunary Eta-quotients Modulo Powers of Primes
871cecc3526545c2a37365cb6b6ad886;
8725d06b672640d3a9b8839f652840d7;Towards the dual motivic Steenrod algebra in positive characteristic
87269a47673042dca896d44d24214b0b;Stable and Controllable Neural Texture Synthesis and Style Transfer Using Histogram Losses
8726f8a0b67342738d7b2eede04506a5;Generalized Results on Monoids as Memory
873ac126782c41438757dacf47454ecc;Mapping properties of the Hilbert and Fubini--Study maps in Kähler geometry
874edc5e6e27415ea01643cdd2d17f7f;An optimal XP algorithm for Hamiltonian cycle on graphs of bounded clique-width
877a4bd85860425bb0b46d0a6935170f;Kernel partial least squares for stationary data
877fc01301ee4b28a4d84eda7ee4f0d0;The Kinematics of the Permitted C II $λ$ 6578 Line in a Large Sample of Planetary Nebulae
8782b23c4d634ba8918be15519354383;Comparison of forcing functions in magnetohydrodynamic turbulence
8784f0a43d5445868e0f9d366ecf86c2;Cauchy-Lipschitz theory for fractional multi-order dynamics -- State-transition matrices, Duhamel formulas and duality theorems
87a0312bfbbe472d92f608e1e062c6c2;Using Convolutional Neural Networks to Count Palm Trees in Satellite Images
87a20c9866e34ec8902d04125f2c7a25;On the Lipschitz equivalence of self-affine sets
87a2ea988c4a4cb4a65456cd3ed2c6f6;Deep Learning Based Cryptographic Primitive Classification
87ad7eb1260444e6925f92d14ad93054;Bounds for fidelity of semiclassical Lagrangian states in K{ä}hler quantization
87af27c735774704851a1f9b4a583b92;Genetic Algorithm for Epidemic Mitigation by Removing Relationships
87b174fabea24b2a9c3563fdb177ff34;Pressure-induced magnetic collapse and metallization of $\mathrm{TlF}{\mathrm{e}}_{1.6}\mathrm{S}{\mathrm{e}}_{2}$
87dc2741abfc469fa707e9da43a7aed4;MIMIC-CXR: A large publicly available database of labeled chest radiographs
87e55c2b433040a4be76bd88fe3c8bd7;To Compress, or Not to Compress: Characterizing Deep Learning Model Compression for Embedded Inference
880262577f194c74bc40b32b00486ce6;MIDI-VAE: Modeling Dynamics and Instrumentation of Music with Applications to Style Transfer
880a94a62c7b424990ea873bc3a797a9;A probabilistic framework for the control of systems with discrete states and stochastic excitation
88294fb0e2a849feb9e79b09c5997389;New Generalized Fixed Point Results on $S_{b}$-Metric Spaces
8836d2e47931438bba088a830032fe45;The mod 2 cohomology of the infinite families of Coxeter groups of type B and D as almost Hopf rings
883d7ea5a9b841f59ce165a3c12cfc1f;A Geometric Perspective on the Power of Principal Component Association Tests in Multiple Phenotype Studies
884e66cd63f548b19447845e68c8b411;Probing homogeneity with standard candles
8875262a88244a139bb175b41ce9f81b;
887a9b62c9314adc8ed4a10123b11687;Faster Algorithms for Weighted Recursive State Machines
8892ac8b9e024101a09566aaa3c05597;Bayesian inversion of convolved hidden Markov models with applications in reservoir prediction
889d2c25698a4ba19fba4c90e30e2a98;Clustering of Gamma-Ray bursts through kernel principal component analysis
88a88d51f07e42d5b9815e8ac3c97ca3;Fast Snapshottable Concurrent Braun Heaps
